linie;puenktlichkeitsniveau_an;jahr;monat
RE 4 Lübeck - Bad Kleinen;97,63;2020;3
RE 6 Westerland - Hamburg-Altona;86,95;2020;3
RE 7 Flensburg/Kiel - Hamburg (Hbf);84,34;2020;3
RE 70 Kiel - Hamburg (Hbf);89,93;2020;3
RE 72 Flensburg - Kiel;96,63;2020;3
RE 74 Husum - Kiel;94,75;2020;3
RE 8 Lübeck - Hamburg (Hbf);90,89;2020;3
RE 80 Lübeck - Hamburg (Hbf);91,24;2020;3
RE 83 Kiel - Lübeck;93,78;2020;3
RE 83 Lübeck - Lüneburg;96,98;2020;3
A 1 Neumünster - Eidelstedt;98,51;2020;4
A 2 Ulzburg Süd - Norderstedt;99,44;2020;4
A 3 Elmshorn - Ulzburg Süd;99,37;2020;4
RB 61 Itzehoe - Hamburg (Hbf);97,72;2020;4
RB 62 Heide - Itzehoe;94,74;2020;4
RB 63 Büsum - Neumünster;99;2020;4
RB 64 St.-Peter-Ording - Husum;97,78;2020;4
RB 65 Niebüll - Dagebüll;98,89;2020;4
RB 66 Esbjerg - Tønder - Niebüll;99,48;2020;4
RB 71 Wrist - Hamburg-Altona;95,51;2020;4
RB 73 Eckernförde - Kiel;97,81;2020;4
RB 75 Rendsburg - Kiel;98,96;2020;4
RB 76 Schönberger Strand - Kiel;96,4;2020;4
RB 81 Bad Oldesloe - Hamburg (Hbf);96,84;2020;4
RB 82 Neumünster - Bad Oldesloe;98,49;2020;4
RB 84 Kiel - Lübeck;97,74;2020;4
RB 85 Puttgarden - Lübeck;99,04;2020;4
RB 86 Travemünde - Lübeck;99,43;2020;4
RE 1 Hamburg (Hbf) - Schwerin;93,4;2020;4
RE 4 Lübeck - Bad Kleinen;98,85;2020;4
RE 6 Westerland - Hamburg-Altona;93,07;2020;4
RE 7 Flensburg/Kiel - Hamburg (Hbf);92,61;2020;4
RE 70 Kiel - Hamburg (Hbf);88,68;2020;4
RE 72 Flensburg - Kiel;95,54;2020;4
RE 74 Husum - Kiel;98,01;2020;4
RE 8 Lübeck - Hamburg (Hbf);95,01;2020;4
RE 80 Lübeck - Hamburg (Hbf);92,55;2020;4
RE 83 Kiel - Lübeck;96,07;2020;4
RE 83 Lübeck - Lüneburg;98,08;2020;4
RE 85 Puttgarden - Hamburg (Hbf);100;2020;4
A 1 Neumünster - Eidelstedt;97,6;2020;5
A 2 Ulzburg Süd - Norderstedt;98,91;2020;5
A 3 Elmshorn - Ulzburg Süd;99,9;2020;5
RB 61 Itzehoe - Hamburg (Hbf);95,02;2020;5
RB 62 Heide - Itzehoe;96,67;2020;5
RB 63 Büsum - Neumünster;99,45;2020;5
RB 64 St.-Peter-Ording - Husum;99,7;2020;5
RB 65 Niebüll - Dagebüll;97,85;2020;5
RB 66 Esbjerg - Tønder - Niebüll;99,33;2020;5
RB 71 Wrist - Hamburg-Altona;96,33;2020;5
RB 73 Eckernförde - Kiel;99,2;2020;5
RB 75 Rendsburg - Kiel;99,34;2020;5
RB 76 Schönberger Strand - Kiel;97,61;2020;5
RB 81 Bad Oldesloe - Hamburg (Hbf);96,28;2020;5
RB 82 Neumünster - Bad Oldesloe;98,18;2020;5
RB 84 Kiel - Lübeck;98,17;2020;5
RB 85 Puttgarden - Lübeck;98,71;2020;5
RB 86 Travemünde - Lübeck;98,85;2020;5
RE 1 Hamburg (Hbf) - Schwerin;95,62;2020;5
RE 4 Lübeck - Bad Kleinen;98,57;2020;5
RE 6 Westerland - Hamburg-Altona;91,95;2020;5
RE 7 Flensburg/Kiel - Hamburg (Hbf);90,01;2020;5
RE 70 Kiel - Hamburg (Hbf);92,71;2020;5
RE 72 Flensburg - Kiel;99,13;2020;5
RE 74 Husum - Kiel;96,98;2020;5
RE 8 Lübeck - Hamburg (Hbf);92,37;2020;5
RE 80 Lübeck - Hamburg (Hbf);92,72;2020;5
RE 83 Kiel - Lübeck;96,55;2020;5
RE 83 Lübeck - Lüneburg;98,21;2020;5
RE 85 Puttgarden - Hamburg (Hbf);93,97;2020;5
A 1 Neumünster - Eidelstedt;97,44;2020;6
A 2 Ulzburg Süd - Norderstedt;99,24;2020;6
A 3 Elmshorn - Ulzburg Süd;99,28;2020;6
RB 61 Itzehoe - Hamburg (Hbf);87,5;2020;6
RB 62 Heide - Itzehoe;90,74;2020;6
RB 63 Büsum - Neumünster;98,64;2020;6
RB 64 St.-Peter-Ording - Husum;99;2020;6
RB 65 Niebüll - Dagebüll;93,69;2020;6
RB 66 Esbjerg - Tønder - Niebüll;98,66;2020;6
RB 71 Wrist - Hamburg-Altona;91,25;2020;6
RB 73 Eckernförde - Kiel;94,47;2020;6
RB 75 Rendsburg - Kiel;95,39;2020;6
RB 76 Schönberger Strand - Kiel;97,49;2020;6
RB 81 Bad Oldesloe - Hamburg (Hbf);92,04;2020;6
RB 82 Neumünster - Bad Oldesloe;98,37;2020;6
RB 84 Kiel - Lübeck;97,29;2020;6
RB 85 Puttgarden - Lübeck;98,49;2020;6
RB 86 Travemünde - Lübeck;96,09;2020;6
RE 1 Hamburg (Hbf) - Schwerin;89,65;2020;6
RE 4 Lübeck - Bad Kleinen;98;2020;6
RE 6 Westerland - Hamburg-Altona;80,11;2020;6
RE 7 Flensburg/Kiel - Hamburg (Hbf);82,16;2020;6
RE 70 Kiel - Hamburg (Hbf);83,26;2020;6
RE 72 Flensburg - Kiel;94,76;2020;6
RE 74 Husum - Kiel;96,86;2020;6
RE 8 Lübeck - Hamburg (Hbf);90,74;2020;6
RE 80 Lübeck - Hamburg (Hbf);90,2;2020;6
RE 83 Kiel - Lübeck;95,72;2020;6
RE 83 Lübeck - Lüneburg;96,8;2020;6
RE 85 Puttgarden - Hamburg (Hbf);79,28;2020;6
A 1 Neumünster - Eidelstedt;98,76;2020;7
A 2 Ulzburg Süd - Norderstedt;99,76;2020;7
A 3 Elmshorn - Ulzburg Süd;99,51;2020;7
RB 61 Itzehoe - Hamburg (Hbf);87,55;2020;7
RB 62 Heide - Itzehoe;91,11;2020;7
RB 63 Büsum - Neumünster;98,06;2020;7
RB 64 St.-Peter-Ording - Husum;99,23;2020;7
RB 65 Niebüll - Dagebüll;85,23;2020;7
RB 66 Esbjerg - Tønder - Niebüll;98,88;2020;7
RB 71 Wrist - Hamburg-Altona;86,73;2020;7
RB 73 Eckernförde - Kiel;88,14;2020;7
RB 75 Rendsburg - Kiel;93,96;2020;7
RB 76 Schönberger Strand - Kiel;97,42;2020;7
RB 81 Bad Oldesloe - Hamburg (Hbf);90,85;2020;7
RB 82 Neumünster - Bad Oldesloe;98,17;2020;7
RB 84 Kiel - Lübeck;95,02;2020;7
RB 85 Puttgarden - Lübeck;96,69;2020;7
RB 86 Travemünde - Lübeck;96,42;2020;7
RE 1 Hamburg (Hbf) - Schwerin;92,11;2020;7
RE 4 Lübeck - Bad Kleinen;100;2020;7
RE 6 Westerland - Hamburg-Altona;81,57;2020;7
RE 7 Flensburg/Kiel - Hamburg (Hbf);83,62;2020;7
RE 70 Kiel - Hamburg (Hbf);80,2;2020;7
RE 72 Flensburg - Kiel;95,04;2020;7
RE 74 Husum - Kiel;94,22;2020;7
RE 8 Lübeck - Hamburg (Hbf);94,39;2020;7
RE 80 Lübeck - Hamburg (Hbf);93,69;2020;7
RE 83 Kiel - Lübeck;92,23;2020;7
RE 83 Lübeck - Lüneburg;96,16;2020;7
RE 85 Puttgarden - Hamburg (Hbf);95,45;2020;7
A 1 Neumünster - Eidelstedt;98,05;2020;8
A 2 Ulzburg Süd - Norderstedt;99,26;2020;8
A 3 Elmshorn - Ulzburg Süd;99,81;2020;8
RB 61 Itzehoe - Hamburg (Hbf);79,19;2020;8
RB 62 Heide - Itzehoe;88,27;2020;8
RB 63 Büsum - Neumünster;96,69;2020;8
RB 64 St.-Peter-Ording - Husum;98,5;2020;8
RB 65 Niebüll - Dagebüll;85,68;2020;8
RB 66 Esbjerg - Tønder - Niebüll;98,39;2020;8
RB 71 Wrist - Hamburg-Altona;88,24;2020;8
RB 73 Eckernförde - Kiel;95,07;2020;8
RB 75 Rendsburg - Kiel;95,55;2020;8
RB 76 Schönberger Strand - Kiel;98,66;2020;8
RB 81 Bad Oldesloe - Hamburg (Hbf);90,78;2020;8
RB 82 Neumünster - Bad Oldesloe;90,74;2020;8
RB 84 Kiel - Lübeck;96,25;2020;8
RB 85 Puttgarden - Lübeck;93,54;2020;8
RB 86 Travemünde - Lübeck;94,6;2020;8
RE 1 Hamburg (Hbf) - Schwerin;87,42;2020;8
RE 4 Lübeck - Bad Kleinen;97;2020;8
RE 6 Westerland - Hamburg-Altona;78,5;2020;8
RE 7 Flensburg/Kiel - Hamburg (Hbf);77,28;2020;8
RE 70 Kiel - Hamburg (Hbf);75,44;2020;8
RE 72 Flensburg - Kiel;90,95;2020;8
RE 74 Husum - Kiel;95,01;2020;8
RE 8 Lübeck - Hamburg (Hbf);91,31;2020;8
RE 80 Lübeck - Hamburg (Hbf);92,77;2020;8
RE 83 Kiel - Lübeck;93,78;2020;8
RE 83 Lübeck - Lüneburg;94,75;2020;8
RE 85 Puttgarden - Hamburg (Hbf);83,19;2020;8
A 1 Neumünster - Eidelstedt;97,45;2020;9
A 2 Ulzburg Süd - Norderstedt;99,3;2020;9
A 3 Elmshorn - Ulzburg Süd;99,49;2020;9
RB 61 Itzehoe - Hamburg (Hbf);88,11;2020;9
RB 62 Heide - Itzehoe;92,81;2020;9
RB 63 Büsum - Neumünster;98,26;2020;9
RB 64 St.-Peter-Ording - Husum;99,14;2020;9
RB 65 Niebüll - Dagebüll;91,64;2020;9
RB 66 Esbjerg - Tønder - Niebüll;98,18;2020;9
RB 71 Wrist - Hamburg-Altona;90,05;2020;9
RB 73 Eckernförde - Kiel;93,14;2020;9
RB 75 Rendsburg - Kiel;94,05;2020;9
RB 76 Schönberger Strand - Kiel;98,23;2020;9
RB 81 Bad Oldesloe - Hamburg (Hbf);92,72;2020;9
RB 82 Neumünster - Bad Oldesloe;98,12;2020;9
RB 84 Kiel - Lübeck;96,2;2020;9
RB 85 Puttgarden - Lübeck;97,52;2020;9
RB 86 Travemünde - Lübeck;96,26;2020;9
RE 1 Hamburg (Hbf) - Schwerin;92,15;2020;9
RE 4 Lübeck - Bad Kleinen;98,36;2020;9
RE 6 Westerland - Hamburg-Altona;78,62;2020;9
RE 7 Flensburg/Kiel - Hamburg (Hbf);76,05;2020;9
RE 70 Kiel - Hamburg (Hbf);82,1;2020;9
RE 72 Flensburg - Kiel;80,48;2020;9
RE 74 Husum - Kiel;93,93;2020;9
RE 8 Lübeck - Hamburg (Hbf);94,85;2020;9
RE 80 Lübeck - Hamburg (Hbf);91,32;2020;9
RE 83 Kiel - Lübeck;93,13;2020;9
RE 83 Lübeck - Lüneburg;94,93;2020;9
RE 85 Puttgarden - Hamburg (Hbf);95,1;2020;9
A 1 Neumünster - Eidelstedt;96,44;2020;10
A 2 Ulzburg Süd - Norderstedt;97,78;2020;10
A 3 Elmshorn - Ulzburg Süd;99,59;2020;10
RB 61 Itzehoe - Hamburg (Hbf);88,88;2020;10
RB 62 Heide - Itzehoe;85,54;2020;10
RB 63 Büsum - Neumünster;98,62;2020;10
RB 64 St.-Peter-Ording - Husum;98,38;2020;10
RB 65 Niebüll - Dagebüll;88,83;2020;10
RB 66 Esbjerg - Tønder - Niebüll;99,19;2020;10
RB 71 Wrist - Hamburg-Altona;92,25;2020;10
RB 73 Eckernförde - Kiel;91,12;2020;10
RB 75 Rendsburg - Kiel;90,81;2020;10
RB 76 Schönberger Strand - Kiel;97,33;2020;10
RB 81 Bad Oldesloe - Hamburg (Hbf);94,75;2020;10
RB 82 Neumünster - Bad Oldesloe;96,83;2020;10
RB 84 Kiel - Lübeck;95,39;2020;10
RB 85 Puttgarden - Lübeck;95,3;2020;10
RB 86 Travemünde - Lübeck;93,4;2020;10
RE 1 Hamburg (Hbf) - Schwerin;90,18;2020;10
RE 4 Lübeck - Bad Kleinen;97;2020;10
RE 6 Westerland - Hamburg-Altona;80,51;2020;10
RE 7 Flensburg/Kiel - Hamburg (Hbf);81,02;2020;10
RE 70 Kiel - Hamburg (Hbf);85,96;2020;10
RE 72 Flensburg - Kiel;89,5;2020;10
RE 74 Husum - Kiel;89,64;2020;10
RE 8 Lübeck - Hamburg (Hbf);92,31;2020;10
RE 80 Lübeck - Hamburg (Hbf);90,73;2020;10
RE 83 Kiel - Lübeck;91,98;2020;10
RE 83 Lübeck - Lüneburg;95,09;2020;10
RE 85 Puttgarden - Hamburg (Hbf);90,99;2020;10
A 1 Neumünster - Eidelstedt;97,06;2020;11
A 2 Ulzburg Süd - Norderstedt;97,92;2020;11
A 3 Elmshorn - Ulzburg Süd;99,61;2020;11
RB 61 Itzehoe - Hamburg (Hbf);85,28;2020;11
RB 62 Heide - Itzehoe;85,44;2020;11
RB 63 Büsum - Neumünster;97,79;2020;11
RB 64 St.-Peter-Ording - Husum;98,78;2020;11
RB 65 Niebüll - Dagebüll;95,93;2020;11
RB 66 Esbjerg - Tønder - Niebüll;99,16;2020;11
RB 71 Wrist - Hamburg-Altona;89,91;2020;11
RB 73 Eckernförde - Kiel;93,79;2020;11
RB 75 Rendsburg - Kiel;87,08;2020;11
RB 76 Schönberger Strand - Kiel;96,83;2020;11
RB 81 Bad Oldesloe - Hamburg (Hbf);94,44;2020;11
RB 82 Neumünster - Bad Oldesloe;97,26;2020;11
RB 84 Kiel - Lübeck;92,6;2020;11
RB 85 Puttgarden - Lübeck;96,75;2020;11
RB 86 Travemünde - Lübeck;95,36;2020;11
RE 1 Hamburg (Hbf) - Schwerin;88,09;2020;11
RE 4 Lübeck - Bad Kleinen;97,97;2020;11
RE 6 Westerland - Hamburg-Altona;78,71;2020;11
RE 7 Flensburg/Kiel - Hamburg (Hbf);75,01;2020;11
RE 70 Kiel - Hamburg (Hbf);77,37;2020;11
RE 72 Flensburg - Kiel;93,14;2020;11
RE 74 Husum - Kiel;89,26;2020;11
RE 8 Lübeck - Hamburg (Hbf);92,89;2020;11
RE 80 Lübeck - Hamburg (Hbf);92,24;2020;11
RE 83 Kiel - Lübeck;90,74;2020;11
RE 83 Lübeck - Lüneburg;95,19;2020;11
RE 85 Puttgarden - Hamburg (Hbf);75;2020;11
A 1 Neumünster - Eidelstedt;97,99;2020;12
A 2 Ulzburg Süd - Norderstedt;99,34;2020;12
A 3 Elmshorn - Ulzburg Süd;99,84;2020;12
RB 61 Itzehoe - Hamburg (Hbf);91,78;2020;12
RB 62 Heide - Itzehoe;94,74;2020;12
RB 63 Büsum - Neumünster;99,47;2020;12
RB 64 St.-Peter-Ording - Husum;98,79;2020;12
RB 65 Niebüll - Dagebüll;96,63;2020;12
RB 66 Esbjerg - Tønder - Niebüll;99,5;2020;12
RB 71 Wrist - Hamburg-Altona;94,59;2020;12
RB 73 Eckernförde - Kiel;98,35;2020;12
RB 75 Rendsburg - Kiel;96,55;2020;12
RB 76 Schönberger Strand - Kiel;98,64;2020;12
RB 81 Bad Oldesloe - Hamburg (Hbf);96,37;2020;12
RB 82 Neumünster - Bad Oldesloe;98,65;2020;12
RB 84 Kiel - Lübeck;95,08;2020;12
RB 85 Puttgarden - Lübeck;98,2;2020;12
RB 86 Travemünde - Lübeck;94,38;2020;12
RE 1 Hamburg (Hbf) - Schwerin;93,38;2020;12
RE 4 Lübeck - Bad Kleinen;96,61;2020;12
RE 6 Westerland - Hamburg-Altona;90,68;2020;12
RE 7 Flensburg/Kiel - Hamburg (Hbf);88,83;2020;12
RE 70 Kiel - Hamburg (Hbf);90;2020;12
RE 72 Flensburg - Kiel;97,34;2020;12
RE 74 Husum - Kiel;97,12;2020;12
RE 8 Lübeck - Hamburg (Hbf);95,98;2020;12
RE 80 Lübeck - Hamburg (Hbf);95,2;2020;12
RE 83 Kiel - Lübeck;93,98;2020;12
RE 83 Lübeck - Lüneburg;91,37;2020;12
A 1 Neumünster - Eidelstedt;97,96;2021;1
A 2 Ulzburg Süd - Norderstedt;99,35;2021;1
A 3 Elmshorn - Ulzburg Süd;99,64;2021;1
RB 61 Itzehoe - Hamburg (Hbf);93,97;2021;1
RB 62 Heide - Itzehoe;96,45;2021;1
RB 63 Büsum - Neumünster;99,64;2021;1
RB 64 St.-Peter-Ording - Husum;99,51;2021;1
RB 65 Niebüll - Dagebüll;97,25;2021;1
RB 66 Esbjerg - Tønder - Niebüll;99,83;2021;1
RB 71 Wrist - Hamburg-Altona;94,89;2021;1
RB 73 Eckernförde - Kiel;97,72;2021;1
RB 75 Rendsburg - Kiel;95,12;2021;1
RB 76 Schönberger Strand - Kiel;99,24;2021;1
RB 81 Bad Oldesloe - Hamburg (Hbf);96,16;2021;1
RB 82 Neumünster - Bad Oldesloe;98,76;2021;1
RB 84 Kiel - Lübeck;94,53;2021;1
RB 85 Puttgarden - Lübeck;98,42;2021;1
RB 86 Travemünde - Lübeck;97,46;2021;1
RE 1 Hamburg (Hbf) - Schwerin;90,17;2021;1
RE 4 Lübeck - Bad Kleinen;98,23;2021;1
RE 6 Westerland - Hamburg-Altona;90,47;2021;1
RE 7 Flensburg/Kiel - Hamburg (Hbf);91,21;2021;1
RE 70 Kiel - Hamburg (Hbf);89,94;2021;1
RE 72 Flensburg - Kiel;98,45;2021;1
RE 74 Husum - Kiel;96,2;2021;1
RE 8 Lübeck - Hamburg (Hbf);95,32;2021;1
RE 80 Lübeck - Hamburg (Hbf);96,01;2021;1
RE 83 Kiel - Lübeck;92,65;2021;1
RE 83 Lübeck - Lüneburg;97,9;2021;1
A 1 Neumünster - Eidelstedt;98,4;2021;2
A 2 Ulzburg Süd - Norderstedt;99,29;2021;2
A 3 Elmshorn - Ulzburg Süd;99,65;2021;2
RB 61 Itzehoe - Hamburg (Hbf);93,92;2021;2
RB 62 Heide - Itzehoe;97,52;2021;2
RB 63 Büsum - Neumünster;98,11;2021;2
RB 64 St.-Peter-Ording - Husum;99,52;2021;2
RB 65 Niebüll - Dagebüll;95,41;2021;2
RB 66 Esbjerg - Tønder - Niebüll;98,93;2021;2
RB 71 Wrist - Hamburg-Altona;94,49;2021;2
RB 73 Eckernförde - Kiel;97,14;2021;2
RB 75 Rendsburg - Kiel;95,9;2021;2
RB 76 Schönberger Strand - Kiel;98,34;2021;2
RB 81 Bad Oldesloe - Hamburg (Hbf);92,64;2021;2
RB 82 Neumünster - Bad Oldesloe;96,58;2021;2
RB 84 Kiel - Lübeck;94,84;2021;2
RB 85 Puttgarden - Lübeck;95,92;2021;2
RB 86 Travemünde - Lübeck;94,59;2021;2
RE 1 Hamburg (Hbf) - Schwerin;90,49;2021;2
RE 4 Lübeck - Bad Kleinen;95,71;2021;2
RE 6 Westerland - Hamburg-Altona;90,45;2021;2
RE 7 Flensburg/Kiel - Hamburg (Hbf);87,4;2021;2
RE 70 Kiel - Hamburg (Hbf);91,79;2021;2
RE 72 Flensburg - Kiel;92,65;2021;2
RE 74 Husum - Kiel;96,25;2021;2
RE 8 Lübeck - Hamburg (Hbf);86,24;2021;2
RE 80 Lübeck - Hamburg (Hbf);89,83;2021;2
RE 83 Kiel - Lübeck;93,56;2021;2
RE 83 Lübeck - Lüneburg;96,16;2021;2
A 1 Neumünster - Eidelstedt;98,69;2021;3
A 2 Ulzburg Süd - Norderstedt;99,59;2021;3
A 3 Elmshorn - Ulzburg Süd;99,6;2021;3
RB 61 Itzehoe - Hamburg (Hbf);93,88;2021;3
RB 62 Heide - Itzehoe;95,33;2021;3
RB 63 Büsum - Neumünster;98,75;2021;3
RB 64 St.-Peter-Ording - Husum;98,98;2021;3
RB 65 Niebüll - Dagebüll;93,79;2021;3
RB 66 Esbjerg - Tønder - Niebüll;96,33;2021;3
RB 71 Wrist - Hamburg-Altona;92,2;2021;3
RB 73 Eckernförde - Kiel;98,4;2021;3
RB 75 Rendsburg - Kiel;97,53;2021;3
RB 76 Schönberger Strand - Kiel;98,5;2021;3
RB 81 Bad Oldesloe - Hamburg (Hbf);94,13;2021;3
RB 82 Neumünster - Bad Oldesloe;98,17;2021;3
RB 84 Kiel - Lübeck;97,03;2021;3
RB 85 Puttgarden - Lübeck;98,36;2021;3
RB 86 Travemünde - Lübeck;92,35;2021;3
RE 1 Hamburg (Hbf) - Schwerin;94,02;2021;3
RE 4 Lübeck - Bad Kleinen;98,94;2021;3
RE 6 Westerland - Hamburg-Altona;88,54;2021;3
RE 7 Flensburg/Kiel - Hamburg (Hbf);90,07;2021;3
RE 70 Kiel - Hamburg (Hbf);85,29;2021;3
RE 72 Flensburg - Kiel;97,49;2021;3
RE 74 Husum - Kiel;96,97;2021;3
RE 8 Lübeck - Hamburg (Hbf);93,05;2021;3
RE 80 Lübeck - Hamburg (Hbf);94,16;2021;3
RE 83 Kiel - Lübeck;96,09;2021;3
RE 83 Lübeck - Lüneburg;92,14;2021;3
RE 85 Puttgarden - Hamburg (Hbf);100;2021;3
A 1 Neumünster - Eidelstedt;98,85;2021;4
A 2 Ulzburg Süd - Norderstedt;99,33;2021;4
A 3 Elmshorn - Ulzburg Süd;99,16;2021;4
RB 61 Itzehoe - Hamburg (Hbf);93,36;2021;4
RB 62 Heide - Itzehoe;96,59;2021;4
RB 63 Büsum - Neumünster;99,11;2021;4
RB 64 St.-Peter-Ording - Husum;99,59;2021;4
RB 65 Niebüll - Dagebüll;95,92;2021;4
RB 66 Esbjerg - Tønder - Niebüll;99,65;2021;4
RB 71 Wrist - Hamburg-Altona;92,45;2021;4
RB 73 Eckernförde - Kiel;98,27;2021;4
RB 75 Rendsburg - Kiel;98,52;2021;4
RB 76 Schönberger Strand - Kiel;98,25;2021;4
RB 81 Bad Oldesloe - Hamburg (Hbf);88,79;2021;4
RB 82 Neumünster - Bad Oldesloe;97,63;2021;4
RB 84 Kiel - Lübeck;97,54;2021;4
RB 85 Puttgarden - Lübeck;97,31;2021;4
RB 86 Travemünde - Lübeck;96,06;2021;4
RE 1 Hamburg (Hbf) - Schwerin;94,12;2021;4
RE 4 Lübeck - Bad Kleinen;98,53;2021;4
RE 6 Westerland - Hamburg-Altona;90,33;2021;4
RE 7 Flensburg/Kiel - Hamburg (Hbf);86,5;2021;4
RE 70 Kiel - Hamburg (Hbf);88,57;2021;4
RE 72 Flensburg - Kiel;96,38;2021;4
RE 74 Husum - Kiel;97,95;2021;4
RE 8 Lübeck - Hamburg (Hbf);84,12;2021;4
RE 80 Lübeck - Hamburg (Hbf);83,57;2021;4
RE 83 Kiel - Lübeck;95,55;2021;4
RE 83 Lübeck - Lüneburg;97,6;2021;4
RE 85 Puttgarden - Hamburg (Hbf);84,09;2021;4
A 1 Neumünster - Eidelstedt;98,1;2021;5
A 2 Ulzburg Süd - Norderstedt;99,49;2021;5
A 3 Elmshorn - Ulzburg Süd;98,86;2021;5
RB 61 Itzehoe - Hamburg (Hbf);93,66;2021;5
RB 62 Heide - Itzehoe;86,35;2021;5
RB 63 Büsum - Neumünster;98,46;2021;5
RB 64 St.-Peter-Ording - Husum;98,71;2021;5
RB 65 Niebüll - Dagebüll;86;2021;5
RB 66 Esbjerg - Tønder - Niebüll;98,15;2021;5
RB 71 Wrist - Hamburg-Altona;95,64;2021;5
RB 73 Eckernförde - Kiel;99,01;2021;5
RB 75 Rendsburg - Kiel;97,64;2021;5
RB 76 Schönberger Strand - Kiel;98,44;2021;5
RB 81 Bad Oldesloe - Hamburg (Hbf);92,9;2021;5
RB 82 Neumünster - Bad Oldesloe;97,74;2021;5
RB 84 Kiel - Lübeck;97,53;2021;5
RB 85 Puttgarden - Lübeck;97,17;2021;5
RB 86 Travemünde - Lübeck;95,2;2021;5
RE 1 Hamburg (Hbf) - Schwerin;88,4;2021;5
RE 4 Lübeck - Bad Kleinen;96,49;2021;5
RE 6 Westerland - Hamburg-Altona;78,04;2021;5
RE 7 Flensburg/Kiel - Hamburg (Hbf);91,15;2021;5
RE 70 Kiel - Hamburg (Hbf);88,35;2021;5
RE 72 Flensburg - Kiel;98,79;2021;5
RE 74 Husum - Kiel;97,62;2021;5
RE 8 Lübeck - Hamburg (Hbf);86,66;2021;5
RE 80 Lübeck - Hamburg (Hbf);92,6;2021;5
RE 83 Kiel - Lübeck;95,91;2021;5
RE 83 Lübeck - Lüneburg;96,48;2021;5
RE 85 Puttgarden - Hamburg (Hbf);98,2;2021;5
A 1 Neumünster - Eidelstedt;97,95;2021;6
A 2 Ulzburg Süd - Norderstedt;99,09;2021;6
A 3 Elmshorn - Ulzburg Süd;99,13;2021;6
RB 61 Itzehoe - Hamburg (Hbf);89,14;2021;6
RB 62 Heide - Itzehoe;92,01;2021;6
RB 63 Büsum - Neumünster;98,25;2021;6
RB 64 St.-Peter-Ording - Husum;98,7;2021;6
RB 65 Niebüll - Dagebüll;87,64;2021;6
RB 66 Esbjerg - Tønder - Niebüll;98,18;2021;6
RB 71 Wrist - Hamburg-Altona;92,31;2021;6
RB 73 Eckernförde - Kiel;95,96;2021;6
RB 75 Rendsburg - Kiel;96,11;2021;6
RB 76 Schönberger Strand - Kiel;98,43;2021;6
RB 81 Bad Oldesloe - Hamburg (Hbf);88,15;2021;6
RB 82 Neumünster - Bad Oldesloe;97,69;2021;6
RB 84 Kiel - Lübeck;94,89;2021;6
RB 85 Puttgarden - Lübeck;96,75;2021;6
RB 86 Travemünde - Lübeck;90,96;2021;6
RE 1 Hamburg (Hbf) - Schwerin;85,56;2021;6
RE 4 Lübeck - Bad Kleinen;90,7;2021;6
RE 6 Westerland - Hamburg-Altona;77,34;2021;6
RE 7 Flensburg/Kiel - Hamburg (Hbf);85,69;2021;6
RE 70 Kiel - Hamburg (Hbf);64,52;2021;6
RE 72 Flensburg - Kiel;97,5;2021;6
RE 74 Husum - Kiel;96,28;2021;6
RE 8 Lübeck - Hamburg (Hbf);81,92;2021;6
RE 80 Lübeck - Hamburg (Hbf);88,35;2021;6
RE 83 Kiel - Lübeck;93,3;2021;6
RE 83 Lübeck - Lüneburg;86,4;2021;6
RE 85 Puttgarden - Hamburg (Hbf);92;2021;6
A 1 Neumünster - Eidelstedt;95,8;2021;7
A 2 Ulzburg Süd - Norderstedt;97,92;2021;7
A 3 Elmshorn - Ulzburg Süd;97,3;2021;7
RB 61 Itzehoe - Hamburg (Hbf);92,97;2021;7
RB 62 Heide - Itzehoe;90,54;2021;7
RB 63 Büsum - Neumünster;98,35;2021;7
RB 64 St.-Peter-Ording - Husum;99,06;2021;7
RB 65 Niebüll - Dagebüll;84,53;2021;7
RB 66 Esbjerg - Tønder - Niebüll;98,06;2021;7
RB 71 Wrist - Hamburg-Altona;91,76;2021;7
RB 73 Eckernförde - Kiel;95,65;2021;7
RB 75 Rendsburg - Kiel;98,43;2021;7
RB 76 Schönberger Strand - Kiel;97,39;2021;7
RB 81 Bad Oldesloe - Hamburg (Hbf);92,53;2021;7
RB 82 Neumünster - Bad Oldesloe;97,05;2021;7
RB 84 Kiel - Lübeck;97,29;2021;7
RB 85 Puttgarden - Lübeck;96,49;2021;7
RB 86 Travemünde - Lübeck;88,69;2021;7
RE 1 Hamburg (Hbf) - Schwerin;87,31;2021;7
RE 4 Lübeck - Bad Kleinen;98,39;2021;7
RE 6 Westerland - Hamburg-Altona;79,18;2021;7
RE 7 Flensburg/Kiel - Hamburg (Hbf);78,52;2021;7
RE 70 Kiel - Hamburg (Hbf);87,45;2021;7
RE 72 Flensburg - Kiel;95,17;2021;7
RE 74 Husum - Kiel;96,63;2021;7
RE 8 Lübeck - Hamburg (Hbf);91,41;2021;7
RE 80 Lübeck - Hamburg (Hbf);94,18;2021;7
RE 83 Kiel - Lübeck;95,5;2021;7
RE 83 Lübeck - Lüneburg;92,66;2021;7
RE 85 Puttgarden - Hamburg (Hbf);86,67;2021;7
A 1 Neumünster - Eidelstedt;97,14;2021;8
A 2 Ulzburg Süd - Norderstedt;99,2;2021;8
