linie;puenktlichkeitsniveau_an;jahr;monat
RB 61 Itzehoe - Hamburg (Hbf);96,45;2012;1
RB 62 Heide - Itzehoe;97,36;2012;1
RB 63 Büsum - Neumünster;99,62;2012;1
RB 64 St.-Peter-Ording - Husum;99,09;2012;1
RB 71 Wrist - Hamburg-Altona;95,97;2012;1
RB 73 Eckernförde - Kiel;94,82;2012;1
RB 81 Bad Oldesloe - Hamburg (Hbf);91,8;2012;1
RB 82 Neumünster - Bad Oldesloe;99,17;2012;1
RB 84 Kiel - Lübeck;97,03;2012;1
RB 85 Puttgarden - Lübeck;95,93;2012;1
RB 86 Travemünde - Lübeck;99,04;2012;1
RE 1 Hamburg (Hbf) - Büchen;94,61;2012;1
RE 1 Hamburg (Hbf) - Schwerin;82,29;2012;1
RE 4 Lübeck - Bad Kleinen;96,82;2012;1
RE 6 Westerland - Hamburg-Altona;93,91;2012;1
RE 7 Flensburg - Hamburg (Hbf);90,92;2012;1
RE 70 Kiel - Hamburg (Hbf);91,88;2012;1
RE 72 Flensburg - Kiel;95,28;2012;1
RE 74 Husum - Kiel;95,22;2012;1
RE 8 Lübeck - Hamburg (Hbf);93,17;2012;1
RE 83 Kiel - Lübeck;94;2012;1
RE 83 Lübeck - Lüneburg;97,98;2012;1
A 1 Neumünster - Eidelstedt;98,55;2012;2
A 2 Ulzburg Süd - Norderstedt;99,12;2012;2
A 3 Elmshorn - Ulzburg Süd;99,57;2012;2
RB 61 Itzehoe - Hamburg (Hbf);94,44;2012;2
RB 62 Heide - Itzehoe;95,9;2012;2
RB 63 Büsum - Neumünster;98,15;2012;2
RB 64 St.-Peter-Ording - Husum;99,22;2012;2
RB 71 Wrist - Hamburg-Altona;94,77;2012;2
RB 73 Eckernförde - Kiel;93,49;2012;2
RB 81 Bad Oldesloe - Hamburg (Hbf);88,7;2012;2
RB 82 Neumünster - Bad Oldesloe;96,45;2012;2
RB 84 Kiel - Lübeck;95,04;2012;2
RB 85 Puttgarden - Lübeck;95,63;2012;2
RB 86 Travemünde - Lübeck;98,96;2012;2
RE 1 Hamburg (Hbf) - Büchen;92,78;2012;2
RE 1 Hamburg (Hbf) - Schwerin;78,39;2012;2
RE 4 Lübeck - Bad Kleinen;93,95;2012;2
RE 6 Westerland - Hamburg-Altona;91,47;2012;2
RE 7 Flensburg - Hamburg (Hbf);83,53;2012;2
RE 70 Kiel - Hamburg (Hbf);87,96;2012;2
RE 72 Flensburg - Kiel;90,32;2012;2
RE 74 Husum - Kiel;95,33;2012;2
RE 8 Lübeck - Hamburg (Hbf);91,21;2012;2
RE 83 Kiel - Lübeck;93,41;2012;2
RE 83 Lübeck - Lüneburg;95,32;2012;2
A 1 Neumünster - Eidelstedt;99,41;2012;3
A 2 Ulzburg Süd - Norderstedt;100;2012;3
A 3 Elmshorn - Ulzburg Süd;99,47;2012;3
RB 61 Itzehoe - Hamburg (Hbf);95,87;2012;3
RB 62 Heide - Itzehoe;97,22;2012;3
RB 63 Büsum - Neumünster;99,1;2012;3
RB 64 St.-Peter-Ording - Husum;99,5;2012;3
RB 71 Wrist - Hamburg-Altona;95,48;2012;3
RB 73 Eckernförde - Kiel;95,26;2012;3
RB 81 Bad Oldesloe - Hamburg (Hbf);90,02;2012;3
RB 82 Neumünster - Bad Oldesloe;99,5;2012;3
RB 84 Kiel - Lübeck;97,07;2012;3
RB 85 Puttgarden - Lübeck;97,52;2012;3
RB 86 Travemünde - Lübeck;99,16;2012;3
RE 1 Hamburg (Hbf) - Büchen;95,39;2012;3
RE 1 Hamburg (Hbf) - Schwerin;89,31;2012;3
RE 4 Lübeck - Bad Kleinen;97,85;2012;3
RE 6 Westerland - Hamburg-Altona;92,81;2012;3
RE 7 Flensburg - Hamburg (Hbf);90,23;2012;3
RE 70 Kiel - Hamburg (Hbf);89,72;2012;3
RE 72 Flensburg - Kiel;96,8;2012;3
RE 74 Husum - Kiel;97,25;2012;3
RE 8 Lübeck - Hamburg (Hbf);90,08;2012;3
RE 83 Kiel - Lübeck;97,03;2012;3
RE 83 Lübeck - Lüneburg;96,94;2012;3
A 1 Neumünster - Eidelstedt;98,94;2012;4
A 2 Ulzburg Süd - Norderstedt;99,91;2012;4
A 3 Elmshorn - Ulzburg Süd;99,48;2012;4
RB 61 Itzehoe - Hamburg (Hbf);95,02;2012;4
RB 62 Heide - Itzehoe;96,57;2012;4
RB 63 Büsum - Neumünster;95,24;2012;4
RB 64 St.-Peter-Ording - Husum;99,03;2012;4
RB 71 Wrist - Hamburg-Altona;95,92;2012;4
RB 73 Eckernförde - Kiel;97,43;2012;4
RB 81 Bad Oldesloe - Hamburg (Hbf);92,8;2012;4
RB 82 Neumünster - Bad Oldesloe;98,35;2012;4
RB 84 Kiel - Lübeck;96,26;2012;4
RB 85 Puttgarden - Lübeck;95,98;2012;4
RB 86 Travemünde - Lübeck;98,83;2012;4
RE 1 Hamburg (Hbf) - Büchen;96,33;2012;4
RE 1 Hamburg (Hbf) - Schwerin;87,04;2012;4
RE 4 Lübeck - Bad Kleinen;94,57;2012;4
RE 6 Westerland - Hamburg-Altona;91,2;2012;4
RE 7 Flensburg - Hamburg (Hbf);88,16;2012;4
RE 70 Kiel - Hamburg (Hbf);90,56;2012;4
RE 72 Flensburg - Kiel;95,2;2012;4
RE 74 Husum - Kiel;95,3;2012;4
RE 8 Lübeck - Hamburg (Hbf);91,27;2012;4
RE 83 Kiel - Lübeck;95,53;2012;4
RE 83 Lübeck - Lüneburg;96,4;2012;4
A 1 Neumünster - Eidelstedt;97,91;2012;5
A 2 Ulzburg Süd - Norderstedt;98,61;2012;5
A 3 Elmshorn - Ulzburg Süd;99,33;2012;5
RB 61 Itzehoe - Hamburg (Hbf);91,45;2012;5
RB 62 Heide - Itzehoe;94,17;2012;5
RB 63 Büsum - Neumünster;98;2012;5
RB 64 St.-Peter-Ording - Husum;98,76;2012;5
RB 71 Wrist - Hamburg-Altona;91,23;2012;5
RB 73 Eckernförde - Kiel;95,82;2012;5
RB 81 Bad Oldesloe - Hamburg (Hbf);90,65;2012;5
RB 82 Neumünster - Bad Oldesloe;97,34;2012;5
RB 84 Kiel - Lübeck;95,52;2012;5
RB 85 Puttgarden - Lübeck;93,41;2012;5
RB 86 Travemünde - Lübeck;98,89;2012;5
RE 1 Hamburg (Hbf) - Büchen;97,65;2012;5
RE 1 Hamburg (Hbf) - Schwerin;86,39;2012;5
RE 4 Lübeck - Bad Kleinen;96,94;2012;5
RE 6 Westerland - Hamburg-Altona;85,92;2012;5
RE 7 Flensburg - Hamburg (Hbf);59,35;2012;5
RE 70 Kiel - Hamburg (Hbf);79,7;2012;5
RE 72 Flensburg - Kiel;94,38;2012;5
RE 74 Husum - Kiel;94,23;2012;5
RE 8 Lübeck - Hamburg (Hbf);90,36;2012;5
RE 83 Kiel - Lübeck;93,81;2012;5
RE 83 Lübeck - Lüneburg;96,83;2012;5
A 1 Neumünster - Eidelstedt;98,63;2012;6
A 2 Ulzburg Süd - Norderstedt;99,45;2012;6
A 3 Elmshorn - Ulzburg Süd;99,11;2012;6
RB 61 Itzehoe - Hamburg (Hbf);93,95;2012;6
RB 62 Heide - Itzehoe;89,41;2012;6
RB 63 Büsum - Neumünster;99,53;2012;6
RB 64 St.-Peter-Ording - Husum;98,63;2012;6
RB 71 Wrist - Hamburg-Altona;94,27;2012;6
RB 73 Eckernförde - Kiel;88,91;2012;6
RB 81 Bad Oldesloe - Hamburg (Hbf);81,81;2012;6
RB 82 Neumünster - Bad Oldesloe;99,39;2012;6
RB 84 Kiel - Lübeck;93,32;2012;6
RB 85 Puttgarden - Lübeck;93,1;2012;6
RB 86 Travemünde - Lübeck;99,22;2012;6
RE 1 Hamburg (Hbf) - Büchen;92,9;2012;6
RE 1 Hamburg (Hbf) - Schwerin;82,7;2012;6
RE 4 Lübeck - Bad Kleinen;94,54;2012;6
RE 6 Westerland - Hamburg-Altona;90,86;2012;6
RE 7 Flensburg - Hamburg (Hbf);82,53;2012;6
RE 70 Kiel - Hamburg (Hbf);87,11;2012;6
RE 72 Flensburg - Kiel;84,9;2012;6
RE 74 Husum - Kiel;91,93;2012;6
RE 8 Lübeck - Hamburg (Hbf);85,41;2012;6
RE 83 Kiel - Lübeck;90,44;2012;6
RE 83 Lübeck - Lüneburg;96,46;2012;6
A 1 Neumünster - Eidelstedt;99,2;2012;7
A 2 Ulzburg Süd - Norderstedt;99,92;2012;7
A 3 Elmshorn - Ulzburg Süd;99,64;2012;7
RB 61 Itzehoe - Hamburg (Hbf);95,32;2012;7
RB 62 Heide - Itzehoe;96,46;2012;7
RB 63 Büsum - Neumünster;98,33;2012;7
RB 64 St.-Peter-Ording - Husum;98,95;2012;7
RB 71 Wrist - Hamburg-Altona;97,12;2012;7
RB 73 Eckernförde - Kiel;95,75;2012;7
RB 81 Bad Oldesloe - Hamburg (Hbf);92,06;2012;7
RB 82 Neumünster - Bad Oldesloe;98,73;2012;7
RB 84 Kiel - Lübeck;94,12;2012;7
RB 85 Puttgarden - Lübeck;86,77;2012;7
RB 86 Travemünde - Lübeck;97,06;2012;7
RE 1 Hamburg (Hbf) - Büchen;92,15;2012;7
RE 1 Hamburg (Hbf) - Schwerin;83,79;2012;7
RE 4 Lübeck - Bad Kleinen;89,22;2012;7
RE 6 Westerland - Hamburg-Altona;89,31;2012;7
RE 7 Flensburg - Hamburg (Hbf);88,43;2012;7
RE 70 Kiel - Hamburg (Hbf);88,44;2012;7
RE 72 Flensburg - Kiel;91,4;2012;7
RE 74 Husum - Kiel;97,11;2012;7
RE 8 Lübeck - Hamburg (Hbf);91,8;2012;7
RE 83 Kiel - Lübeck;92,35;2012;7
RE 83 Lübeck - Lüneburg;96,13;2012;7
A 1 Neumünster - Eidelstedt;98,5;2012;8
A 2 Ulzburg Süd - Norderstedt;99,16;2012;8
A 3 Elmshorn - Ulzburg Süd;99,1;2012;8
RB 61 Itzehoe - Hamburg (Hbf);95,06;2012;8
RB 62 Heide - Itzehoe;95,95;2012;8
RB 63 Büsum - Neumünster;98,19;2012;8
RB 64 St.-Peter-Ording - Husum;98,8;2012;8
RB 71 Wrist - Hamburg-Altona;96,15;2012;8
RB 73 Eckernförde - Kiel;97,07;2012;8
RB 81 Bad Oldesloe - Hamburg (Hbf);90,39;2012;8
RB 82 Neumünster - Bad Oldesloe;98,81;2012;8
RB 84 Kiel - Lübeck;94,7;2012;8
RB 85 Puttgarden - Lübeck;87,07;2012;8
RB 86 Travemünde - Lübeck;98,01;2012;8
RE 1 Hamburg (Hbf) - Büchen;90,44;2012;8
RE 1 Hamburg (Hbf) - Schwerin;81,3;2012;8
RE 4 Lübeck - Bad Kleinen;93,71;2012;8
RE 6 Westerland - Hamburg-Altona;91,37;2012;8
RE 7 Flensburg - Hamburg (Hbf);88,5;2012;8
RE 70 Kiel - Hamburg (Hbf);90,03;2012;8
RE 72 Flensburg - Kiel;94,99;2012;8
RE 74 Husum - Kiel;96,16;2012;8
RE 8 Lübeck - Hamburg (Hbf);91,9;2012;8
RE 83 Kiel - Lübeck;92,74;2012;8
RE 83 Lübeck - Lüneburg;96,01;2012;8
A 1 Neumünster - Eidelstedt;99,36;2012;9
A 2 Ulzburg Süd - Norderstedt;98,88;2012;9
A 3 Elmshorn - Ulzburg Süd;99,49;2012;9
RB 61 Itzehoe - Hamburg (Hbf);93,54;2012;9
RB 62 Heide - Itzehoe;94,84;2012;9
RB 63 Büsum - Neumünster;98,45;2012;9
RB 64 St.-Peter-Ording - Husum;98,59;2012;9
RB 71 Wrist - Hamburg-Altona;92,62;2012;9
RB 73 Eckernförde - Kiel;94,7;2012;9
RB 81 Bad Oldesloe - Hamburg (Hbf);93,25;2012;9
RB 82 Neumünster - Bad Oldesloe;98,61;2012;9
RB 84 Kiel - Lübeck;97,71;2012;9
RB 85 Puttgarden - Lübeck;92,81;2012;9
RB 86 Travemünde - Lübeck;98,62;2012;9
RE 1 Hamburg (Hbf) - Büchen;93,95;2012;9
RE 1 Hamburg (Hbf) - Schwerin;79,21;2012;9
RE 4 Lübeck - Bad Kleinen;96,56;2012;9
RE 6 Westerland - Hamburg-Altona;89,08;2012;9
RE 7 Flensburg - Hamburg (Hbf);84,83;2012;9
RE 70 Kiel - Hamburg (Hbf);87,05;2012;9
RE 72 Flensburg - Kiel;89,47;2012;9
RE 74 Husum - Kiel;96,56;2012;9
RE 8 Lübeck - Hamburg (Hbf);93,99;2012;9
RE 83 Kiel - Lübeck;95,52;2012;9
RE 83 Lübeck - Lüneburg;93,87;2012;9
A 1 Neumünster - Eidelstedt;97,89;2012;10
A 2 Ulzburg Süd - Norderstedt;98,82;2012;10
A 3 Elmshorn - Ulzburg Süd;99,26;2012;10
RB 61 Itzehoe - Hamburg (Hbf);90,84;2012;10
RB 62 Heide - Itzehoe;90,93;2012;10
RB 63 Büsum - Neumünster;96,94;2012;10
RB 64 St.-Peter-Ording - Husum;98,94;2012;10
RB 71 Wrist - Hamburg-Altona;91,6;2012;10
RB 73 Eckernförde - Kiel;95,09;2012;10
RB 81 Bad Oldesloe - Hamburg (Hbf);89,05;2012;10
RB 82 Neumünster - Bad Oldesloe;99,32;2012;10
RB 84 Kiel - Lübeck;93,07;2012;10
RB 85 Puttgarden - Lübeck;87,06;2012;10
RB 86 Travemünde - Lübeck;99,04;2012;10
RE 1 Hamburg (Hbf) - Büchen;91,31;2012;10
RE 1 Hamburg (Hbf) - Schwerin;76,26;2012;10
RE 4 Lübeck - Bad Kleinen;96,98;2012;10
RE 6 Westerland - Hamburg-Altona;87,78;2012;10
RE 7 Flensburg - Hamburg (Hbf);81,02;2012;10
RE 70 Kiel - Hamburg (Hbf);83,15;2012;10
RE 72 Flensburg - Kiel;93,79;2012;10
RE 74 Husum - Kiel;95,2;2012;10
RE 8 Lübeck - Hamburg (Hbf);88,76;2012;10
RE 83 Kiel - Lübeck;92,33;2012;10
RE 83 Lübeck - Lüneburg;94,46;2012;10
A 1 Neumünster - Eidelstedt;98,28;2012;11
A 2 Ulzburg Süd - Norderstedt;99,04;2012;11
A 3 Elmshorn - Ulzburg Süd;99,14;2012;11
RB 61 Itzehoe - Hamburg (Hbf);89,91;2012;11
RB 62 Heide - Itzehoe;91,33;2012;11
RB 63 Büsum - Neumünster;98,36;2012;11
RB 64 St.-Peter-Ording - Husum;98,74;2012;11
RB 71 Wrist - Hamburg-Altona;87,26;2012;11
RB 73 Eckernförde - Kiel;96,36;2012;11
RB 81 Bad Oldesloe - Hamburg (Hbf);89,26;2012;11
RB 82 Neumünster - Bad Oldesloe;97,39;2012;11
RB 84 Kiel - Lübeck;95,3;2012;11
RB 85 Puttgarden - Lübeck;88,84;2012;11
RB 86 Travemünde - Lübeck;98,1;2012;11
RE 1 Hamburg (Hbf) - Büchen;89,43;2012;11
RE 1 Hamburg (Hbf) - Schwerin;70,51;2012;11
RE 4 Lübeck - Bad Kleinen;94,1;2012;11
RE 6 Westerland - Hamburg-Altona;81,65;2012;11
RE 7 Flensburg - Hamburg (Hbf);76,19;2012;11
RE 70 Kiel - Hamburg (Hbf);77,92;2012;11
RE 72 Flensburg - Kiel;95,22;2012;11
RE 74 Husum - Kiel;94,59;2012;11
RE 8 Lübeck - Hamburg (Hbf);90,5;2012;11
RE 83 Kiel - Lübeck;94,69;2012;11
RE 83 Lübeck - Lüneburg;94,65;2012;11
A 1 Neumünster - Eidelstedt;98,04;2012;12
A 2 Ulzburg Süd - Norderstedt;98,7;2012;12
A 3 Elmshorn - Ulzburg Süd;98,8;2012;12
RB 61 Itzehoe - Hamburg (Hbf);92,49;2012;12
RB 62 Heide - Itzehoe;94,34;2012;12
RB 63 Büsum - Neumünster;97,34;2012;12
RB 64 St.-Peter-Ording - Husum;98,4;2012;12
RB 71 Wrist - Hamburg-Altona;91,66;2012;12
RB 73 Eckernförde - Kiel;91;2012;12
RB 81 Bad Oldesloe - Hamburg (Hbf);91,99;2012;12
RB 82 Neumünster - Bad Oldesloe;97,63;2012;12
RB 84 Kiel - Lübeck;94,55;2012;12
RB 85 Puttgarden - Lübeck;97,67;2012;12
RB 86 Travemünde - Lübeck;99,5;2012;12
RE 1 Hamburg (Hbf) - Büchen;93,93;2012;12
RE 1 Hamburg (Hbf) - Schwerin;75,76;2012;12
RE 4 Lübeck - Bad Kleinen;94,38;2012;12
RE 6 Westerland - Hamburg-Altona;89,12;2012;12
RE 7 Flensburg - Hamburg (Hbf);78,48;2012;12
RE 70 Kiel - Hamburg (Hbf);81,84;2012;12
RE 72 Flensburg - Kiel;82,61;2012;12
RE 74 Husum - Kiel;94,93;2012;12
RE 8 Lübeck - Hamburg (Hbf);90,42;2012;12
RE 83 Kiel - Lübeck;90,53;2012;12
RE 83 Lübeck - Lüneburg;95,64;2012;12
A 1 Neumünster - Eidelstedt;98,56;2013;1
A 2 Ulzburg Süd - Norderstedt;99,64;2013;1
A 3 Elmshorn - Ulzburg Süd;99,32;2013;1
RB 61 Itzehoe - Hamburg (Hbf);94,84;2013;1
RB 62 Heide - Itzehoe;96,77;2013;1
RB 63 Büsum - Neumünster;99,32;2013;1
RB 64 St.-Peter-Ording - Husum;99,68;2013;1
RB 71 Wrist - Hamburg-Altona;94,94;2013;1
RB 73 Eckernförde - Kiel;96,06;2013;1
RB 81 Bad Oldesloe - Hamburg (Hbf);97,13;2013;1
RB 82 Neumünster - Bad Oldesloe;99,67;2013;1
RB 84 Kiel - Lübeck;96,43;2013;1
RB 85 Puttgarden - Lübeck;97,11;2013;1
RB 86 Travemünde - Lübeck;98,84;2013;1
RE 1 Hamburg (Hbf) - Büchen;97,82;2013;1
RE 1 Hamburg (Hbf) - Schwerin;83,05;2013;1
RE 4 Lübeck - Bad Kleinen;96,04;2013;1
RE 6 Westerland - Hamburg-Altona;93,51;2013;1
RE 7 Flensburg - Hamburg (Hbf);88,24;2013;1
RE 70 Kiel - Hamburg (Hbf);89,46;2013;1
RE 72 Flensburg - Kiel;93,55;2013;1
RE 74 Husum - Kiel;94,95;2013;1
RE 8 Lübeck - Hamburg (Hbf);94,44;2013;1
RE 83 Kiel - Lübeck;92,77;2013;1
RE 83 Lübeck - Lüneburg;99,05;2013;1
A 1 Neumünster - Eidelstedt;98,87;2013;2
A 2 Ulzburg Süd - Norderstedt;99,96;2013;2
A 3 Elmshorn - Ulzburg Süd;99,8;2013;2
RB 61 Itzehoe - Hamburg (Hbf);94,32;2013;2
RB 62 Heide - Itzehoe;97,94;2013;2
RB 63 Büsum - Neumünster;98,82;2013;2
RB 64 St.-Peter-Ording - Husum;99,73;2013;2
RB 71 Wrist - Hamburg-Altona;94,83;2013;2
RB 73 Eckernförde - Kiel;97,73;2013;2
RB 81 Bad Oldesloe - Hamburg (Hbf);98,41;2013;2
RB 82 Neumünster - Bad Oldesloe;99,62;2013;2
RB 84 Kiel - Lübeck;96,88;2013;2
RB 85 Puttgarden - Lübeck;97,24;2013;2
RB 86 Travemünde - Lübeck;98,77;2013;2
RE 1 Hamburg (Hbf) - Büchen;96,81;2013;2
RE 1 Hamburg (Hbf) - Schwerin;85,56;2013;2
RE 4 Lübeck - Bad Kleinen;95,23;2013;2
RE 6 Westerland - Hamburg-Altona;93,71;2013;2
RE 7 Flensburg - Hamburg (Hbf);86,62;2013;2
RE 70 Kiel - Hamburg (Hbf);89,08;2013;2
RE 72 Flensburg - Kiel;96,87;2013;2
RE 74 Husum - Kiel;97,25;2013;2
RE 8 Lübeck - Hamburg (Hbf);96,31;2013;2
RE 83 Kiel - Lübeck;93,35;2013;2
RE 83 Lübeck - Lüneburg;98,95;2013;2
A 1 Neumünster - Eidelstedt;97,87;2013;3
A 2 Ulzburg Süd - Norderstedt;99,21;2013;3
A 3 Elmshorn - Ulzburg Süd;98,94;2013;3
RB 61 Itzehoe - Hamburg (Hbf);92,9;2013;3
RB 62 Heide - Itzehoe;88,55;2013;3
RB 63 Büsum - Neumünster;99,54;2013;3
RB 64 St.-Peter-Ording - Husum;99,14;2013;3
RB 71 Wrist - Hamburg-Altona;91,42;2013;3
RB 73 Eckernförde - Kiel;89,94;2013;3
RB 81 Bad Oldesloe - Hamburg (Hbf);93,91;2013;3
RB 82 Neumünster - Bad Oldesloe;98,97;2013;3
RB 84 Kiel - Lübeck;92;2013;3
RB 85 Puttgarden - Lübeck;91,64;2013;3
RB 86 Travemünde - Lübeck;98,02;2013;3
RE 1 Hamburg (Hbf) - Büchen;96,01;2013;3
RE 1 Hamburg (Hbf) - Schwerin;76,84;2013;3
RE 4 Lübeck - Bad Kleinen;90,31;2013;3
RE 6 Westerland - Hamburg-Altona;79,88;2013;3
RE 7 Flensburg - Hamburg (Hbf);78,26;2013;3
RE 70 Kiel - Hamburg (Hbf);82,71;2013;3
RE 72 Flensburg - Kiel;87,31;2013;3
RE 74 Husum - Kiel;93,83;2013;3
RE 8 Lübeck - Hamburg (Hbf);89,93;2013;3
RE 83 Kiel - Lübeck;88,13;2013;3
RE 83 Lübeck - Lüneburg;95,89;2013;3
A 1 Neumünster - Eidelstedt;98,34;2013;4
A 2 Ulzburg Süd - Norderstedt;99,57;2013;4
A 3 Elmshorn - Ulzburg Süd;99,48;2013;4
RB 61 Itzehoe - Hamburg (Hbf);92,58;2013;4
RB 62 Heide - Itzehoe;89,52;2013;4
RB 63 Büsum - Neumünster;98,65;2013;4
RB 64 St.-Peter-Ording - Husum;99,49;2013;4
RB 71 Wrist - Hamburg-Altona;93,79;2013;4
RB 73 Eckernförde - Kiel;95,39;2013;4
RB 81 Bad Oldesloe - Hamburg (Hbf);96,34;2013;4
RB 82 Neumünster - Bad Oldesloe;99,64;2013;4
RB 84 Kiel - Lübeck;96,55;2013;4
RB 85 Puttgarden - Lübeck;96,68;2013;4
RB 86 Travemünde - Lübeck;98,21;2013;4
RE 1 Hamburg (Hbf) - Büchen;92,69;2013;4
RE 1 Hamburg (Hbf) - Schwerin;84,78;2013;4
RE 4 Lübeck - Bad Kleinen;97,38;2013;4
RE 6 Westerland - Hamburg-Altona;82,02;2013;4
RE 7 Flensburg - Hamburg (Hbf);81,87;2013;4
RE 70 Kiel - Hamburg (Hbf);87,9;2013;4
RE 72 Flensburg - Kiel;93,45;2013;4
RE 74 Husum - Kiel;94,71;2013;4
RE 8 Lübeck - Hamburg (Hbf);91,74;2013;4
RE 83 Kiel - Lübeck;93,74;2013;4
RE 83 Lübeck - Lüneburg;97,28;2013;4
A 1 Neumünster - Eidelstedt;98,83;2013;5
A 2 Ulzburg Süd - Norderstedt;99,79;2013;5
A 3 Elmshorn - Ulzburg Süd;99,65;2013;5
RB 61 Itzehoe - Hamburg (Hbf);94,76;2013;5
RB 62 Heide - Itzehoe;96,4;2013;5
RB 63 Büsum - Neumünster;99,14;2013;5
RB 64 St.-Peter-Ording - Husum;99,51;2013;5
RB 71 Wrist - Hamburg-Altona;96,6;2013;5
RB 73 Eckernförde - Kiel;95,78;2013;5
RB 81 Bad Oldesloe - Hamburg (Hbf);95,35;2013;5
RB 82 Neumünster - Bad Oldesloe;99,16;2013;5
RB 84 Kiel - Lübeck;95,97;2013;5
RB 85 Puttgarden - Lübeck;96,64;2013;5
RB 86 Travemünde - Lübeck;98,12;2013;5
RE 1 Hamburg (Hbf) - Büchen;93,58;2013;5
RE 1 Hamburg (Hbf) - Schwerin;80,52;2013;5
RE 4 Lübeck - Bad Kleinen;93,39;2013;5
RE 6 Westerland - Hamburg-Altona;91,45;2013;5
RE 7 Flensburg - Hamburg (Hbf);84,66;2013;5
RE 70 Kiel - Hamburg (Hbf);91,36;2013;5
RE 72 Flensburg - Kiel;94,72;2013;5
RE 74 Husum - Kiel;96,93;2013;5
RE 8 Lübeck - Hamburg (Hbf);92,28;2013;5
RE 83 Kiel - Lübeck;94,34;2013;5
RE 83 Lübeck - Lüneburg;96,17;2013;5
A 1 Neumünster - Eidelstedt;98,38;2013;6
A 2 Ulzburg Süd - Norderstedt;98,52;2013;6
A 3 Elmshorn - Ulzburg Süd;98,67;2013;6
RB 61 Itzehoe - Hamburg (Hbf);92,66;2013;6
RB 62 Heide - Itzehoe;95,24;2013;6
RB 63 Büsum - Neumünster;98,74;2013;6
RB 64 St.-Peter-Ording - Husum;99,18;2013;6
RB 71 Wrist - Hamburg-Altona;94,75;2013;6
RB 73 Eckernförde - Kiel;97,06;2013;6
RB 81 Bad Oldesloe - Hamburg (Hbf);94,4;2013;6
RB 82 Neumünster - Bad Oldesloe;98,51;2013;6
RB 84 Kiel - Lübeck;92,41;2013;6
RB 85 Puttgarden - Lübeck;95,01;2013;6
RB 86 Travemünde - Lübeck;97,4;2013;6
RE 1 Hamburg (Hbf) - Büchen;93,76;2013;6
RE 1 Hamburg (Hbf) - Schwerin;71,72;2013;6
RE 4 Lübeck - Bad Kleinen;88,7;2013;6
RE 6 Westerland - Hamburg-Altona;89,2;2013;6
RE 7 Flensburg - Hamburg (Hbf);84,43;2013;6
RE 70 Kiel - Hamburg (Hbf);85,11;2013;6
RE 72 Flensburg - Kiel;90,84;2013;6
RE 74 Husum - Kiel;93,42;2013;6
RE 8 Lübeck - Hamburg (Hbf);89,3;2013;6
RE 83 Kiel - Lübeck;90,64;2013;6
RE 83 Lübeck - Lüneburg;86,26;2013;6
A 1 Neumünster - Eidelstedt;96,56;2013;7
A 2 Ulzburg Süd - Norderstedt;98,98;2013;7
A 3 Elmshorn - Ulzburg Süd;98,99;2013;7
RB 61 Itzehoe - Hamburg (Hbf);92,57;2013;7
RB 62 Heide - Itzehoe;96,41;2013;7
RB 63 Büsum - Neumünster;99,16;2013;7
RB 64 St.-Peter-Ording - Husum;99,19;2013;7
RB 71 Wrist - Hamburg-Altona;94,75;2013;7
RB 73 Eckernförde - Kiel;96,33;2013;7
RB 81 Bad Oldesloe - Hamburg (Hbf);95,78;2013;7
RB 82 Neumünster - Bad Oldesloe;99,24;2013;7
RB 84 Kiel - Lübeck;93,09;2013;7
RB 85 Puttgarden - Lübeck;91,5;2013;7
RB 86 Travemünde - Lübeck;97,22;2013;7
RE 1 Hamburg (Hbf) - Büchen;93,44;2013;7
RE 1 Hamburg (Hbf) - Schwerin;71,97;2013;7
RE 4 Lübeck - Bad Kleinen;91,28;2013;7
RE 6 Westerland - Hamburg-Altona;89,76;2013;7
RE 7 Flensburg - Hamburg (Hbf);80,29;2013;7
RE 70 Kiel - Hamburg (Hbf);85,95;2013;7
RE 72 Flensburg - Kiel;95,44;2013;7
RE 74 Husum - Kiel;95,1;2013;7
RE 8 Lübeck - Hamburg (Hbf);92,8;2013;7
RE 83 Kiel - Lübeck;90,02;2013;7
RE 83 Lübeck - Lüneburg;92,92;2013;7
A 1 Neumünster - Eidelstedt;98,42;2013;8
A 2 Ulzburg Süd - Norderstedt;99,41;2013;8
A 3 Elmshorn - Ulzburg Süd;98,86;2013;8
RB 61 Itzehoe - Hamburg (Hbf);93,39;2013;8
RB 62 Heide - Itzehoe;95,51;2013;8
RB 63 Büsum - Neumünster;98,8;2013;8
RB 64 St.-Peter-Ording - Husum;99,09;2013;8
RB 71 Wrist - Hamburg-Altona;94,25;2013;8
RB 73 Eckernförde - Kiel;92,4;2013;8
RB 81 Bad Oldesloe - Hamburg (Hbf);94,53;2013;8
RB 82 Neumünster - Bad Oldesloe;98,41;2013;8
RB 84 Kiel - Lübeck;93,28;2013;8
RB 85 Puttgarden - Lübeck;84,78;2013;8
RB 86 Travemünde - Lübeck;97,35;2013;8
RE 1 Hamburg (Hbf) - Büchen;92,32;2013;8
RE 1 Hamburg (Hbf) - Schwerin;76,09;2013;8
RE 4 Lübeck - Bad Kleinen;89,74;2013;8
RE 6 Westerland - Hamburg-Altona;90,8;2013;8
RE 7 Flensburg - Hamburg (Hbf);84,28;2013;8
RE 70 Kiel - Hamburg (Hbf);85,64;2013;8
